Library_ID,code,condition,age,mice_id,experiment,Solexa,well,nas_ID,column,row,indexes
CM1742,ID-SNI-634-13-N,4n,22.5 mo,AN16CUK001604,SNI-634,,13N,AS-399842-LR-46507,13,N,N702-S521
CM1743,ID-SNI-634-13-O,4n,22.5 mo,AN16CUK001604,SNI-634,,13O,AS-399844-LR-46507,13,O,N701-S522
CM1744,ID-SNI-634-13-P,4n,22.5 mo,AN16CUK001604,SNI-634,,13P,AS-399846-LR-46507,13,P,N702-S522
CM1745,ID-SNI-634-14-A,2n,3 mo,AN18CUK011304,SNI-634,,14A,AS-399848-LR-46507,14,A,N703-S513
CM1746,ID-SNI-634-14-B,2n,3 mo,AN18CUK011304,SNI-634,,14B,AS-399850-LR-46507,14,B,N704-S513
CM1747,ID-SNI-634-14-C,2n,3 mo,AN18CUK011304,SNI-634,,14C,AS-399852-LR-46507,14,C,N703-S515
CM1748,ID-SNI-634-14-D,2n,3 mo,AN18CUK011304,SNI-634,,14D,AS-399854-LR-46507,14,D,N704-S515
CM1749,ID-SNI-634-14-E,4n,3 mo,AN18CUK011304,SNI-634,,14E,AS-399856-LR-46507,14,E,N703-S516
CM1750,ID-SNI-634-14-F,4n,3 mo,AN18CUK011304,SNI-634,,14F,AS-399858-LR-46507,14,F,N704-S516
CM1751,ID-SNI-634-14-G,4n,3 mo,AN18CUK011304,SNI-634,,14G,AS-399860-LR-46507,14,G,N703-S517
CM1752,ID-SNI-634-14-H,4n,3 mo,AN18CUK011304,SNI-634,,14H,AS-399862-LR-46507,14,H,N704-S517
CM1753,ID-SNI-634-14-I,2n,22.5 mo,AN16CUK001604,SNI-634,,14I,AS-399864-LR-46507,14,I,N703-S518
CM1754,ID-SNI-634-14-J,2n,22.5 mo,AN16CUK001604,SNI-634,,14J,AS-399866-LR-46507,14,J,N704-S518
CM1755,ID-SNI-634-14-K,2n,22.5 mo,AN16CUK001604,SNI-634,,14K,AS-399868-LR-46507,14,K,N703-S520
CM1756,ID-SNI-634-14-L,2n,22.5 mo,AN16CUK001604,SNI-634,,14L,AS-399870-LR-46507,14,L,N704-S520
CM1757,ID-SNI-634-14-M,4n,22.5 mo,AN16CUK001604,SNI-634,,14M,AS-399872-LR-46507,14,M,N703-S521
CM1758,ID-SNI-634-14-N,4n,22.5 mo,AN16CUK001604,SNI-634,,14N,AS-399874-LR-46507,14,N,N704-S521
CM1759,ID-SNI-634-14-O,4n,22.5 mo,AN16CUK001604,SNI-634,,14O,AS-399876-LR-46507,14,O,N703-S522
CM1760,ID-SNI-634-14-P,4n,22.5 mo,AN16CUK001604,SNI-634,,14P,AS-399878-LR-46507,14,P,N704-S522
CM1761,ID-SNI-634-15-A,2n,3 mo,AN18CUK011304,SNI-634,,15A,AS-399880-LR-46507,15,A,N705-S513
CM1762,ID-SNI-634-15-B,2n,3 mo,AN18CUK011304,SNI-634,,15B,AS-399882-LR-46507,15,B,N706-S513
CM1763,ID-SNI-634-15-C,2n,3 mo,AN18CUK011304,SNI-634,,15C,AS-399884-LR-46507,15,C,N705-S515
CM1764,ID-SNI-634-15-D,2n,3 mo,AN18CUK011304,SNI-634,,15D,AS-399886-LR-46507,15,D,N706-S515
CM1765,ID-SNI-634-15-E,4n,3 mo,AN18CUK011304,SNI-634,,15E,AS-399888-LR-46507,15,E,N705-S516
CM1766,ID-SNI-634-15-F,4n,3 mo,AN18CUK011304,SNI-634,,15F,AS-399890-LR-46507,15,F,N706-S516
CM1767,ID-SNI-634-15-G,4n,3 mo,AN18CUK011304,SNI-634,,15G,AS-399892-LR-46507,15,G,N705-S517
CM1768,ID-SNI-634-15-H,4n,3 mo,AN18CUK011304,SNI-634,,15H,AS-399894-LR-46507,15,H,N706-S517
CM1769,ID-SNI-634-15-I,2n,22.5 mo,AN16CUK001604,SNI-634,,15I,AS-399896-LR-46507,15,I,N705-S518
CM1770,ID-SNI-634-15-J,2n,22.5 mo,AN16CUK001604,SNI-634,,15J,AS-399898-LR-46507,15,J,N706-S518
CM1771,ID-SNI-634-15-K,2n,22.5 mo,AN16CUK001604,SNI-634,,15K,AS-399900-LR-46507,15,K,N705-S520
